plataforma;jogo;url;nota;
PC;Metal Gear Solid V: The Phantom Pain;https://www.metacritic.com/game/pc/metal-gear-solid-v-the-phantom-pain;91;
PC;Factorio;https://www.metacritic.com/game/pc/factorio;91;
PC;Tom Clancy's Splinter Cell;https://www.metacritic.com/game/pc/tom-clancys-splinter-cell;91;
PC;Kentucky Route Zero - Act III;https://www.metacritic.com/game/pc/kentucky-route-zero---act-iii;91;
PC;Out of the Park Baseball 16;https://www.metacritic.com/game/pc/out-of-the-park-baseball-16;91;
PC;Crysis;https://www.metacritic.com/game/pc/crysis;91;
PC;World of Warcraft: The Burning Crusade;https://www.metacritic.com/game/pc/world-of-warcraft-the-burning-crusade;91;
PC;Star Wars Jedi Knight: Dark Forces II;https://www.metacritic.com/game/pc/star-wars-jedi-knight-dark-forces-ii;91;
PC;The Longest Journey;https://www.metacritic.com/game/pc/the-longest-journey;91;
PC;Tony Hawk's Pro Skater 2;https://www.metacritic.com/game/pc/tony-hawks-pro-skater-2;91;
PC;Tiger Woods PGA Tour 2005;https://www.metacritic.com/game/pc/tiger-woods-pga-tour-2005;91;
PC;Batman: Arkham Asylum;https://www.metacritic.com/game/pc/batman-arkham-asylum;91;
PC;Galactic Civilizations II: Dark Avatar;https://www.metacritic.com/game/pc/galactic-civilizations-ii-dark-avatar;91;
PC;The Operative: No One Lives Forever;https://www.metacritic.com/game/pc/the-operative-no-one-lives-forever;91;
PC;Tumblestone;https://www.metacritic.com/game/pc/tumblestone;91;
PC;Crusader Kings III;https://www.metacritic.com/game/pc/crusader-kings-iii;91;
PC;Battlefield 2;https://www.metacritic.com/game/pc/battlefield-2;91;
PC;Street Fighter IV;https://www.metacritic.com/game/pc/street-fighter-iv;91;
PC;Fallout 3;https://www.metacritic.com/game/pc/fallout-3;91;
PC;Batman: Arkham City;https://www.metacritic.com/game/pc/batman-arkham-city;91;
PC;Fez;https://www.metacritic.com/game/pc/fez;91;
PC;Planescape: Torment;https://www.metacritic.com/game/pc/planescape-torment;91;
PC;Neverwinter Nights;https://www.metacritic.com/game/pc/neverwinter-nights;91;
PC;No One Lives Forever 2: A Spy in H.A.R.M.'s Way;https://www.metacritic.com/game/pc/no-one-lives-forever-2-a-spy-in-harms-way;91;
PC;Dragon Age: Origins;https://www.metacritic.com/game/pc/dragon-age-origins;91;
PC;Mark of the Ninja;https://www.metacritic.com/game/pc/mark-of-the-ninja;91;
PC;Disco Elysium;https://www.metacritic.com/game/pc/disco-elysium;91;
PC;Dark Souls II;https://www.metacritic.com/game/pc/dark-souls-ii;91;
PC;Spelunky 2;https://www.metacritic.com/game/pc/spelunky-2;91;
